Price,Open,High,Low,Close,Volume,MA20
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,
Date,,,,,,
2024-01-02,250.0800018310547,251.25,244.41000366210938,248.4199981689453,104654200,
2024-01-03,244.97999572753906,245.67999267578125,236.32000732421875,238.4499969482422,121082600,
2024-01-04,239.25,242.6999969482422,237.72999572753906,237.92999267578125,102629300,
2024-01-05,236.86000061035156,240.1199951171875,234.89999389648438,237.49000549316406,92379400,
2024-01-08,236.13999938964844,241.25,235.3000030517578,240.4499969482422,85166600,
2024-01-09,238.11000061035156,238.9600067138672,232.0399932861328,234.9600067138672,96705700,
2024-01-10,235.10000610351562,235.5,231.2899932861328,233.94000244140625,91628500,
2024-01-11,230.57000732421875,230.92999267578125,225.3699951171875,227.22000122070312,105873600,
2024-01-12,220.0800018310547,225.33999633789062,217.14999389648438,218.88999938964844,122889000,
2024-01-16,215.10000610351562,223.49000549316406,212.17999267578125,219.91000366210938,115355000,
2024-01-17,214.86000061035156,215.6699981689453,212.00999450683594,215.5500030517578,103164400,
2024-01-18,216.8800048828125,217.4499969482422,208.74000549316406,211.8800048828125,108595400,
2024-01-19,209.99000549316406,213.19000244140625,207.55999755859375,212.19000244140625,102095800,
2024-01-22,212.25999450683594,217.8000030517578,206.27000427246094,208.8000030517578,117952500,
2024-01-23,211.3000030517578,215.64999389648438,207.75,209.13999938964844,106605900,
2024-01-24,211.8800048828125,212.72999572753906,206.77000427246094,207.8300018310547,123369900,
2024-01-25,189.6999969482422,193.0,180.05999755859375,182.6300048828125,198076800,
2024-01-26,185.5,186.77999877929688,182.10000610351562,183.25,107343200,
2024-01-29,185.6300048828125,191.47999572753906,183.6699981689453,190.92999267578125,125013100,
2024-01-30,195.3300018310547,196.36000061035156,190.61000061035156,191.58999633789062,109982300,217.57250061035157
2024-01-31,187.0,193.97000122070312,185.85000610351562,187.2899932861328,103221400,214.51600036621093
2024-02-01,188.5,189.8800048828125,184.27999877929688,188.86000061035156,91843300,212.0365005493164
2024-02-02,185.0399932861328,188.69000244140625,182.0,187.91000366210938,110505100,209.5355010986328
2024-02-05,184.25999450683594,184.67999267578125,175.00999450683594,181.05999755859375,134294400,206.7140007019043
2024-02-06,177.2100067138672,186.49000549316406,177.11000061035156,185.10000610351562,122676000,203.94650115966797
2024-02-07,188.17999267578125,189.7899932861328,182.67999267578125,187.5800018310547,111535200,201.57750091552734
2024-02-08,189.0,191.6199951171875,185.5800018310547,189.55999755859375,83034000,199.3585006713867
2024-02-09,190.17999267578125,194.1199951171875,189.47999572753906,193.57000732421875,84476300,197.6760009765625
2024-02-12,192.11000061035156,194.72999572753906,187.27999877929688,188.1300048828125,95498600,196.13800125122071
2024-02-13,183.99000549316406,187.25999450683594,182.11000061035156,184.02000427246094,86759500,194.34350128173827
2024-02-14,185.3000030517578,188.88999938964844,183.35000610351562,188.7100067138672,81203000,193.00150146484376
2024-02-15,189.16000366210938,200.8800048828125,188.86000061035156,200.4499969482422,120831800,192.43000106811525
2024-02-16,202.05999755859375,203.1699981689453,197.39999389648438,199.9499969482422,111173600,191.81800079345703
2024-02-20,196.1300048828125,198.60000610351562,189.1300048828125,193.75999450683594,104545800,191.06600036621094
2024-02-21,193.36000061035156,199.44000244140625,191.9499969482422,194.77000427246094,103844000,190.34750061035157
2024-02-22,194.0,198.32000732421875,191.36000061035156,197.41000366210938,92739500,189.8265007019043
2024-02-23,195.30999755859375,197.57000732421875,191.5,191.97000122070312,78841900,190.29350051879882
2024-02-26,192.2899932861328,201.77999877929688,192.0,199.39999389648438,111747100,191.10100021362305
2024-02-27,204.0399932861328,205.60000610351562,198.25999450683594,199.72999572753906,108645400,191.54100036621094
2024-02-28,200.4199981689453,205.3000030517578,198.44000244140625,202.0399932861328,99806200,192.06350021362306
2024-02-29,204.17999267578125,205.27999877929688,198.4499969482422,201.8800048828125,85907000,192.79300079345703
2024-03-01,200.52000427246094,204.52000427246094,198.5,202.63999938964844,82099200,193.48200073242188
2024-03-04,198.72999572753906,199.75,186.72000122070312,188.13999938964844,134334900,193.49350051879884
2024-03-05,183.0500030517578,184.58999633789062,177.57000732421875,180.74000549316406,119660800,193.47750091552734
2024-03-06,179.99000549316406,181.5800018310547,173.6999969482422,176.5399932861328,107920900,193.04950027465821
2024-03-07,174.35000610351562,180.0399932861328,173.6999969482422,178.64999389648438,102129000,192.60299987792968
2024-03-08,181.5,182.72999572753906,174.6999969482422,175.33999633789062,85315300,191.89199981689453
2024-03-11,175.4499969482422,182.8699951171875,174.8000030517578,177.77000427246094,85391500,191.10199966430665
2024-03-12,177.77000427246094,179.42999267578125,172.41000366210938,177.5399932861328,87391700,190.57249908447267
2024-03-13,173.0500030517578,176.0500030517578,169.14999389648438,169.47999572753906,106524500,189.84549865722656
2024-03-14,167.77000427246094,171.1699981689453,160.50999450683594,162.5,126325700,188.5349983215332
2024-03-15,163.16000366210938,165.17999267578125,160.75999450683594,163.57000732421875,96971900,186.69099884033204
2024-03-18,170.02000427246094,174.72000122070312,165.89999389648438,173.8000030517578,108214400,185.3834991455078
2024-03-19,172.36000061035156,172.82000732421875,167.4199981689453,171.32000732421875,77271400,184.26149978637696
2024-03-20,173.0,176.25,170.82000732421875,175.66000366210938,83846700,183.30599975585938
2024-03-21,176.38999938964844,178.17999267578125,171.8000030517578,172.82000732421875,73178000,182.07649993896484
2024-03-22,166.69000244140625,171.1999969482422,166.3000030517578,170.8300018310547,75454700,181.0194999694824
2024-03-25,168.75999450683594,175.24000549316406,168.72999572753906,172.6300048828125,74228600,179.68100051879884
2024-03-26,178.5800018310547,184.25,177.3800048828125,177.6699981689453,113186200,178.57800064086913
2024-03-27,181.41000366210938,181.91000366210938,176.0,179.8300018310547,81804000,177.46750106811524
2024-03-28,177.4499969482422,179.57000732421875,175.3000030517578,175.7899932861328,77654800,176.16300048828126
2024-04-01,176.1699981689453,176.75,170.2100067138672,175.22000122070312,81562100,174.792000579834
2024-04-02,164.75,167.69000244140625,163.42999267578125,166.6300048828125,116650600,173.71650085449218
2024-04-03,164.02000427246094,168.82000732421875,163.27999877929688,168.3800048828125,82950100,173.0985008239746
2024-04-04,170.07000732421875,177.19000244140625,168.00999450683594,171.11000061035156,123162000,172.82700119018554
2024-04-05,169.0800018310547,170.86000061035156,160.50999450683594,164.89999389648438,141250700,172.13950119018554
2024-04-08,169.33999633789062,174.5,167.7899932861328,172.97999572753906,104423300,172.02150115966796
2024-04-09,172.91000366210938,179.22000122070312,171.9199981689453,176.8800048828125,103232700,171.97700119018555
2024-04-10,173.0399932861328,174.92999267578125,170.00999450683594,171.75999450683594,84532400,171.6880012512207
2024-04-11,172.5500030517578,175.8800048828125,168.50999450683594,174.60000610351562,94516000,171.94400177001953
2024-04-12,172.33999633789062,173.80999755859375,170.36000061035156,171.0500030517578,64506600,172.37150192260742
2024-04-15,170.24000549316406,170.69000244140625,161.3800048828125,161.47999572753906,100245300,172.26700134277343
2024-04-16,156.74000549316406,158.19000244140625,153.75,157.11000061035156,97000000,171.43250122070313
2024-04-17,157.63999938964844,158.3300018310547,153.77999877929688,155.4499969482422,82439700,170.6390007019043
2024-04-18,151.25,152.1999969482422,148.6999969482422,149.92999267578125,96098800,169.35250015258788
2024-04-19,148.97000122070312,150.94000244140625,146.22000122070312,147.0500030517578,86005100,168.06399993896486
2024-04-22,140.55999755859375,144.44000244140625,138.8000030517578,142.0500030517578,107097600,166.625
2024-04-23,143.3300018310547,147.25999450683594,141.11000061035156,144.67999267578125,124545100,165.22749938964844
2024-04-24,162.83999633789062,167.97000122070312,157.50999450683594,162.1300048828125,181178000,164.45049972534179
2024-04-25,158.9600067138672,170.8800048828125,158.36000061035156,170.17999267578125,126427500,163.96799926757814
2024-04-26,168.85000610351562,172.1199951171875,166.3699951171875,168.2899932861328,109815700,163.59299926757814
2024-04-29,188.4199981689453,198.8699951171875,184.5399932861328,194.0500030517578,243869700,164.53449935913085
2024-04-30,186.97999572753906,190.9499969482422,182.83999633789062,183.27999877929688,127031800,165.36699905395508
2024-05-01,182.0,185.86000061035156,179.00999450683594,179.99000549316406,92829700,165.94749908447267
2024-05-02,182.86000061035156,184.60000610351562,176.02000427246094,180.00999450683594,89148000,166.3924987792969
2024-05-03,182.10000610351562,184.77999877929688,178.4199981689453,181.19000244140625,75491500,167.20699920654297
2024-05-06,183.8000030517578,187.55999755859375,182.1999969482422,184.75999450683594,84390300,167.7959991455078
2024-05-07,182.39999389648438,183.25999450683594,177.39999389648438,177.80999755859375,75045900,167.84249877929688
2024-05-08,171.58999633789062,176.05999755859375,170.14999389648438,174.72000122070312,79969500,167.99049911499023
2024-05-09,175.00999450683594,175.6199951171875,171.3699951171875,171.97000122070312,65950300,167.8589988708496
2024-05-10,173.0500030517578,173.05999755859375,167.75,168.47000122070312,72627200,167.72999877929686
2024-05-13,170.0,175.39999389648438,169.0,171.88999938964844,67018900,168.25049896240233
2024-05-14,174.5,179.49000549316406,174.07000732421875,177.5500030517578,86407400,169.27249908447266
2024-05-15,179.89999389648438,180.0,173.11000061035156,173.99000549316406,79663000,170.19949951171876
2024-05-16,174.10000610351562,175.7899932861328,171.42999267578125,174.83999633789062,59812200,171.44499969482422
2024-05-17,173.5500030517578,179.6300048828125,172.75,177.4600067138672,77445800,172.9654998779297
2024-05-20,177.55999755859375,177.75,173.52000427246094,174.9499969482422,61727400,174.6104995727539
2024-05-21,175.50999450683594,186.8800048828125,174.7100067138672,186.60000610351562,115266500,176.7065002441406
2024-05-22,182.85000610351562,183.8000030517578,178.1199951171875,180.11000061035156,88313500,177.6055000305176
2024-05-23,181.8000030517578,181.89999389648438,173.25999450683594,173.74000549316406,71975500,177.78350067138672
2024-05-24,174.83999633789062,180.0800018310547,173.72999572753906,179.24000549316406,65479700,178.33100128173828
2024-05-28,176.39999389648438,178.25,173.16000366210938,176.75,59736600,177.46600112915038
2024-05-29,174.19000244140625,178.14999389648438,173.92999267578125,176.19000244140625,54782600,177.11150131225585
2024-05-30,178.5800018310547,182.6699981689453,175.3800048828125,178.7899932861328,77784800,177.0515007019043
2024-05-31,178.5,180.32000732421875,173.82000732421875,178.0800018310547,67314600,176.95500106811522
2024-06-03,178.1300048828125,182.63999938964844,174.49000549316406,176.2899932861328,68568900,176.71000061035156
2024-06-04,174.77999877929688,177.75999450683594,174.0,174.77000427246094,60056300,176.21050109863282
2024-06-05,175.35000610351562,176.14999389648438,172.1300048828125,175.0,57953800,176.07000122070312
2024-06-06,174.60000610351562,179.72999572753906,172.72999572753906,177.94000244140625,69887000,176.2310012817383
2024-06-07,176.1300048828125,179.35000610351562,175.5800018310547,177.47999572753906,56244900,176.5065010070801
2024-06-10,176.05999755859375,178.57000732421875,173.1699981689453,173.7899932861328,50869700,176.77250061035156
2024-06-11,173.9199981689453,174.75,167.41000366210938,170.66000366210938,64761900,176.71100082397462
2024-06-12,171.1199951171875,180.5500030517578,169.8000030517578,177.2899932861328,90389400,176.69800033569337
2024-06-13,188.38999938964844,191.0800018310547,181.22999572753906,182.47000122070312,118984100,177.12200012207032
2024-06-14,185.8000030517578,186.0,176.9199981689453,178.00999450683594,82038200,177.28050003051757
2024-06-17,177.9199981689453,188.80999755859375,177.0,187.44000244140625,109786100,177.77949981689454
2024-06-18,186.55999755859375,187.1999969482422,182.3699951171875,184.86000061035156,68982300,178.275
2024-06-20,184.67999267578125,185.2100067138672,179.66000366210938,181.57000732421875,55893100,178.02350006103515
2024-06-21,182.3000030517578,183.9499969482422,180.69000244140625,183.00999450683594,63029500,178.1684997558594
2024-06-24,184.97000122070312,188.8000030517578,182.5500030517578,182.5800018310547,61992100,178.6104995727539
2024-06-25,184.39999389648438,187.97000122070312,182.00999450683594,187.35000610351562,63678300,179.0159996032715
2024-06-26,186.5399932861328,197.75999450683594,186.36000061035156,196.3699951171875,95737100,179.99699935913085
2024-06-27,195.1699981689453,198.72000122070312,194.0500030517578,197.4199981689453,72746500,181.05849914550782
2024-06-28,199.5500030517578,203.1999969482422,195.25999450683594,197.8800048828125,95438100,182.01299972534179
2024-07-01,201.02000427246094,213.22999572753906,200.85000610351562,209.86000061035156,135691400,183.60199966430665
2024-07-02,218.88999938964844,231.3000030517578,218.05999755859375,231.25999450683594,205047900,186.3504997253418
2024-07-03,234.55999755859375,248.35000610351562,234.25,246.38999938964844,166561500,189.93149948120117
2024-07-05,249.80999755859375,252.3699951171875,242.4600067138672,251.52000427246094,154501200,193.75749969482422
2024-07-08,247.7100067138672,259.44000244140625,244.57000732421875,252.94000244140625,157219600,197.50749969482422
2024-07-09,251.0,265.6099853515625,250.3000030517578,262.3299865722656,160210900,201.74999923706054
2024-07-10,262.79998779296875,267.5899963378906,257.8599853515625,263.260009765625,128519400,206.22350006103517
2024-07-11,263.29998779296875,271.0,239.64999389648438,241.02999877929688,221707300,209.74199981689452
2024-07-12,235.8000030517578,251.83999633789062,233.08999633789062,248.22999572753906,155955800,213.28899993896485
2024-07-15,255.97000122070312,265.6000061035156,251.72999572753906,252.63999938964844,146912900,216.7974998474121
2024-07-16,255.30999755859375,258.6199951171875,245.8000030517578,256.55999755859375,126332500,220.725
2024-07-17,252.72999572753906,258.4700012207031,246.17999267578125,248.5,115584800,223.7779998779297
2024-07-18,251.08999633789062,257.1400146484375,247.1999969482422,249.22999572753906,110869000,226.99649963378906
2024-07-19,247.7899932861328,249.44000244140625,236.8300018310547,239.1999969482422,87403900,229.87799911499025
2024-07-22,244.2100067138672,253.2100067138672,243.75,251.50999450683594,101225400,233.30299911499023
2024-07-23,253.60000610351562,255.75999450683594,245.6300048828125,246.3800048828125,111928200,236.4929992675781
2024-07-24,225.4199981689453,225.99000549316406,214.7100067138672,215.99000549316406,167942900,237.92499923706055
2024-07-25,216.8000030517578,226.0,216.22999572753906,220.25,100636500,239.11899948120117
2024-07-26,221.19000244140625,222.27999877929688,215.3300018310547,219.8000030517578,94604100,240.2379997253418
2024-07-29,224.89999389648438,234.27000427246094,224.6999969482422,232.10000610351562,129201800,241.94899978637696
2024-07-30,232.25,232.41000366210938,220.0,222.6199951171875,100560300,242.58699951171874
2024-07-31,227.89999389648438,234.67999267578125,226.7899932861328,232.07000732421875,67497000,242.62750015258788
2024-08-01,227.69000244140625,231.8699951171875,214.3300018310547,216.86000061035156,83861900,241.15100021362304
2024-08-02,214.8800048828125,216.1300048828125,205.77999877929688,207.6699981689453,82880100,238.95849990844727
2024-08-05,185.22000122070312,203.8800048828125,182.0,198.8800048828125,100308800,236.25550003051757
2024-08-06,200.75,202.89999389648438,192.6699981689453,200.63999938964844,73783900,233.1710006713867
2024-08-07,200.77000427246094,203.49000549316406,191.47999572753906,191.75999450683594,71159800,229.59599990844725
2024-08-08,195.6999969482422,200.6999969482422,192.0399932861328,198.83999633789062,65033900,227.48649978637695
2024-08-09,197.0500030517578,200.8800048828125,195.11000061035156,200.0,58648300,225.075
2024-08-12,199.02000427246094,199.25999450683594,194.6699981689453,197.49000549316406,64044900,222.31750030517577
2024-08-13,198.47000122070312,208.49000549316406,197.05999755859375,207.8300018310547,76247400,219.88100051879883
2024-08-14,207.38999938964844,208.44000244140625,198.75,201.3800048828125,70250000,217.52500076293944
2024-08-15,205.02000427246094,215.8800048828125,204.82000732421875,214.13999938964844,89848500,215.77050094604493
2024-08-16,211.14999389648438,219.8000030517578,210.8000030517578,216.1199951171875,88765100,214.6165008544922
2024-08-19,217.07000732421875,222.97999572753906,214.08999633789062,222.72000122070312,76435200,213.17700119018554
2024-08-20,224.8800048828125,228.22000122070312,219.55999755859375,221.10000610351562,74001200,211.9130012512207
2024-08-21,222.6699981689453,224.66000366210938,218.86000061035156,223.27000427246094,70146000,212.27700119018556
2024-08-22,223.82000732421875,224.8000030517578,210.32000732421875,210.66000366210938,79514500,211.79750137329103
2024-08-23,214.4600067138672,221.47999572753906,214.2100067138672,220.32000732421875,81525200,211.82350158691406
2024-08-26,218.75,219.08999633789062,211.00999450683594,213.2100067138672,59301200,210.87900161743164
2024-08-27,213.25,215.66000366210938,206.94000244140625,209.2100067138672,62821400,210.20850219726563
2024-08-28,209.72000122070312,211.83999633789062,202.58999633789062,205.75,64116400,208.8925018310547
2024-08-29,209.8000030517578,214.88999938964844,205.97000122070312,206.27999877929688,62308800,208.36350173950194
2024-08-30,208.6300048828125,214.57000732421875,207.02999877929688,214.11000061035156,63370600,208.68550186157228
2024-09-03,215.25999450683594,219.89999389648438,209.63999938964844,210.60000610351562,76714200,209.27150192260743
2024-09-04,210.58999633789062,222.22000122070312,210.57000732421875,219.41000366210938,80651800,210.21000213623046
2024-09-05,223.49000549316406,235.0,222.25,230.1699981689453,119355000,212.13050231933593
2024-09-06,232.60000610351562,233.60000610351562,210.50999450683594,210.72999572753906,112177000,212.72500228881836
2024-09-09,216.1999969482422,219.8699951171875,213.6699981689453,216.27000427246094,67443500,213.53850250244142
2024-09-10,220.07000732421875,226.39999389648438,218.63999938964844,226.1699981689453,78891100,214.97250213623047
2024-09-11,224.5500030517578,228.47000122070312,216.8000030517578,228.1300048828125,83548600,215.98750228881835
2024-09-12,224.66000366210938,231.4499969482422,223.8300018310547,229.80999755859375,72020000,217.40900192260742
2024-09-13,228.0,232.6699981689453,226.32000732421875,230.2899932861328,59515100,218.21650161743165
